game_id,book_name,book_id,team_id,a_team_id,spread1,spread2,price1,price2
20601192,BetOnline,1096,1610612756,1610612762,-3.0,3.0,-107.0,-113.0
20601194,BetOnline,1096,1610612759,1610612742,-3.5,3.5,-110.0,-110.0
20601201,BetOnline,1096,1610612755,1610612765,10.0,-10.0,-110.0,-110.0
20601203,BetOnline,1096,1610612751,1610612752,-6.0,6.0,-113.0,-107.0
20601204,BetOnline,1096,1610612738,1610612748,8.5,-8.5,-110.0,-110.0
20601205,BetOnline,1096,1610612737,1610612749,6.0,-6.0,-107.0,-113.0
20601209,BetOnline,1096,1610612757,1610612762,14.0,-14.0,-110.0,-110.0
20601212,BetOnline,1096,1610612753,1610612764,-3.5,3.5,-115.0,-105.0
40600122,BetOnline,1096,1610612751,1610612761,5.5,-5.5,-110.0,-110.0
40600132,BetOnline,1096,1610612748,1610612741,3.5,-3.5,-110.0,-110.0
40600113,BetOnline,1096,1610612739,1610612764,-4.5,4.5,-110.0,-110.0
40600165,BetOnline,1096,1610612743,1610612759,7.5,-7.5,-108.0,-112.0
40600126,BetOnline,1096,1610612761,1610612751,7.5,-7.5,-106.0,-114.0
40600232,BetOnline,1096,1610612759,1610612756,5.0,-5.0,-107.0,-113.0
40600205,BetOnline,1096,1610612741,1610612765,7.5,-7.5,-110.0,-110.0
40600235,BetOnline,1096,1610612759,1610612756,-3.0,3.0,-108.0,-112.0
40600206,BetOnline,1096,1610612765,1610612741,1.5,-1.5,-110.0,-110.0
40600304,BetOnline,1096,1610612765,1610612739,-1.5,1.5,-114.0,-106.0
40600315,BetOnline,1096,1610612762,1610612759,8.0,-8.0,-113.0,-107.0
40600401,BetOnline,1096,1610612739,1610612759,7.5,-7.5,-110.0,-110.0
20700016,BetOnline,1096,1610612765,1610612753,4.0,-4.0,-110.0,-110.0
20700018,BetOnline,1096,1610612761,1610612751,4.0,-4.0,-110.0,-110.0
20700020,BetOnline,1096,1610612752,1610612739,6.0,-6.0,-110.0,-110.0
20700022,BetOnline,1096,1610612757,1610612740,7.0,-7.0,-110.0,-110.0
20700023,BetOnline,1096,1610612743,1610612750,-7.5,7.5,-110.0,-110.0
20700025,BetOnline,1096,1610612758,1610612759,14.0,-14.0,-110.0,-110.0
20700027,BetOnline,1096,1610612744,1610612746,1.5,-1.5,-110.0,-110.0
20700030,BetOnline,1096,1610612754,1610612763,5.0,-5.0,-110.0,-110.0
20700041,BetOnline,1096,1610612739,1610612756,7.5,-7.5,-110.0,-110.0
20700044,BetOnline,1096,1610612756,1610612766,-4.0,4.0,-110.0,-110.0
20700046,BetOnline,1096,1610612743,1610612752,-3.0,3.0,-110.0,-110.0
20700047,BetOnline,1096,1610612761,1610612749,-3.0,3.0,-110.0,-110.0
20700049,BetOnline,1096,1610612746,1610612741,8.0,-8.0,-110.0,-110.0
20700052,BetOnline,1096,1610612740,1610612747,3.0,-3.0,-110.0,-110.0
20700053,BetOnline,1096,1610612739,1610612744,2.0,-2.0,-110.0,-110.0
20700057,BetOnline,1096,1610612746,1610612754,6.5,-6.5,-110.0,-110.0
20700063,BetOnline,1096,1610612764,1610612751,6.0,-6.0,-110.0,-110.0
20700079,BetOnline,1096,1610612756,1610612753,-1.5,1.5,-110.0,-110.0
20700081,BetOnline,1096,1610612738,1610612751,-3.0,3.0,-110.0,-110.0
20700085,BetOnline,1096,1610612742,1610612757,-8.0,8.0,-110.0,-110.0
20700090,BetOnline,1096,1610612749,1610612759,10.5,-10.5,-110.0,-110.0
20700092,BetOnline,1096,1610612739,1610612746,0.0,0.0,-110.0,-110.0
20700093,BetOnline,1096,1610612740,1610612751,-2.0,2.0,-110.0,-110.0
20700100,BetOnline,1096,1610612755,1610612742,11.0,-11.0,-110.0,-110.0
20700117,BetOnline,1096,1610612759,1610612742,1.5,-1.5,-110.0,-110.0
20700124,BetOnline,1096,1610612762,1610612739,0.0,0.0,-110.0,-110.0
20700122,BetOnline,1096,1610612753,1610612751,-4.0,4.0,-110.0,-110.0
20700127,BetOnline,1096,1610612764,1610612750,-3.5,3.5,-110.0,-110.0
20700126,BetOnline,1096,1610612745,1610612759,9.0,-9.0,-110.0,-110.0
20700131,BetOnline,1096,1610612757,1610612764,4.5,-4.5,-110.0,-110.0
20700134,BetOnline,1096,1610612748,1610612751,-3.0,3.0,-110.0,-110.0
20700135,BetOnline,1096,1610612740,1610612750,-4.0,4.0,-110.0,-110.0
20700140,BetOnline,1096,1610612741,1610612746,-3.5,3.5,-110.0,-110.0
20700142,BetOnline,1096,1610612738,1610612753,-1.0,1.0,-110.0,-110.0
20700145,BetOnline,1096,1610612757,1610612766,5.5,-5.5,-110.0,-110.0
20700148,BetOnline,1096,1610612751,1610612762,11.0,-11.0,-110.0,-110.0
20700154,BetOnline,1096,1610612761,1610612742,9.0,-9.0,-110.0,-110.0
20700155,BetOnline,1096,1610612741,1610612743,8.5,-8.5,-110.0,-110.0
20700156,BetOnline,1096,1610612756,1610612758,-7.0,7.0,-110.0,-110.0
20700160,BetOnline,1096,1610612742,1610612745,2.0,-2.0,-110.0,-110.0
20700161,BetOnline,1096,1610612752,1610612765,11.0,-11.0,-110.0,-110.0
20700172,BetOnline,1096,1610612747,1610612738,8.0,-8.0,-110.0,-110.0
20700173,BetOnline,1096,1610612745,1610612748,-3.5,3.5,-110.0,-110.0
20700178,BetOnline,1096,1610612740,1610612762,6.0,-6.0,-110.0,-110.0
20700183,BetOnline,1096,1610612761,1610612739,4.5,-4.5,-110.0,-110.0
20700186,BetOnline,1096,1610612748,1610612753,7.0,-7.0,-110.0,-110.0
20700188,BetOnline,1096,1610612737,1610612750,-4.5,4.5,-110.0,-110.0
20700191,BetOnline,1096,1610612740,1610612746,-3.0,3.0,-110.0,-110.0
20700206,BetOnline,1096,1610612766,1610612748,7.5,-7.5,-110.0,-110.0
20700207,BetOnline,1096,1610612755,1610612749,6.5,-6.5,-110.0,-110.0
20700208,BetOnline,1096,1610612737,1610612741,5.5,-5.5,-110.0,-110.0
20700212,BetOnline,1096,1610612762,1610612755,-6.5,6.5,-110.0,-110.0
20700214,BetOnline,1096,1610612739,1610612765,8.5,-8.5,-110.0,-110.0
20700215,BetOnline,1096,1610612750,1610612742,13.5,-13.5,-110.0,-110.0
20700218,BetOnline,1096,1610612744,1610612758,-2.0,2.0,-110.0,-110.0
20700232,BetOnline,1096,1610612753,1610612756,5.5,-5.5,-110.0,-110.0
20700235,BetOnline,1096,1610612761,1610612764,3.0,-3.0,-110.0,-110.0
20700236,BetOnline,1096,1610612755,1610612751,7.5,-7.5,-110.0,-110.0
20700238,BetOnline,1096,1610612742,1610612740,-3.0,3.0,-110.0,-110.0
20700242,BetOnline,1096,1610612739,1610612738,15.5,-15.5,-110.0,-110.0
20700245,BetOnline,1096,1610612756,1610612752,-8.5,8.5,-110.0,-110.0
20700249,BetOnline,1096,1610612753,1610612747,-1.0,1.0,-110.0,-110.0
20700256,BetOnline,1096,1610612765,1610612737,-5.5,5.5,-110.0,-110.0
20700262,BetOnline,1096,1610612756,1610612761,-7.5,7.5,-110.0,-110.0
20700265,BetOnline,1096,1610612741,1610612766,-1.0,1.0,-110.0,-110.0
20700271,BetOnline,1096,1610612749,1610612744,10.5,-10.5,-110.0,-110.0
20700273,BetOnline,1096,1610612750,1610612737,9.0,-9.0,-110.0,-110.0
20700277,BetOnline,1096,1610612756,1610612764,-6.5,6.5,-110.0,-110.0
20700278,BetOnline,1096,1610612754,1610612753,8.0,-8.0,-110.0,-110.0
20700281,BetOnline,1096,1610612745,1610612751,-5.0,5.0,-110.0,-110.0
20700282,BetOnline,1096,1610612763,1610612740,7.0,-7.0,-110.0,-110.0
20700283,BetOnline,1096,1610612762,1610612759,-1.0,1.0,-110.0,-110.0
20700290,BetOnline,1096,1610612756,1610612750,-10.0,10.0,-110.0,-110.0
20700295,BetOnline,1096,1610612748,1610612746,-2.5,2.5,-110.0,-110.0
20700297,BetOnline,1096,1610612749,1610612757,3.0,-3.0,-110.0,-110.0
20700298,BetOnline,1096,1610612751,1610612764,3.5,-3.5,-110.0,-110.0
20700304,BetOnline,1096,1610612748,1610612756,12.5,-12.5,-110.0,-110.0
20700306,BetOnline,1096,1610612750,1610612764,8.0,-8.0,-110.0,-110.0
20700308,BetOnline,1096,1610612754,1610612739,3.0,-3.0,-118.0,-102.0
20700309,BetOnline,1096,1610612746,1610612751,6.5,-6.5,-110.0,-110.0
20700314,BetOnline,1096,1610612742,1610612761,-4.0,4.0,-110.0,-110.0
20700316,BetOnline,1096,1610612746,1610612766,6.5,-6.5,-110.0,-110.0
20700318,BetOnline,1096,1610612758,1610612738,15.0,-15.0,-110.0,-110.0
20700320,BetOnline,1096,1610612753,1610612749,-5.0,5.0,-110.0,-110.0
20700327,BetOnline,1096,1610612758,1610612755,5.5,-5.5,-110.0,-110.0
20700332,BetOnline,1096,1610612737,1610612765,9.5,-9.5,-110.0,-110.0
20700336,BetOnline,1096,1610612740,1610612742,8.5,-8.5,-110.0,-110.0
20700339,BetOnline,1096,1610612758,1610612764,8.0,-8.0,-110.0,-110.0
